jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,M,0-14,3,2022,monthly,HOSP,24134664,218,30,10,0,16,suppressed,,suppressed,0.9,0.1,suppressed,0,suppressed,suppressed,,suppressed
US,M,0-14,4,2022,monthly,HOSP,24134664,219,44,10,suppressed,23,suppressed,,suppressed,0.9,0.2,suppressed,suppressed,0.1,suppressed,,suppressed
US,M,0-14,5,2022,monthly,HOSP,24134664,254,26,14,0,29,suppressed,,suppressed,1.1,0.1,suppressed,0,0.1,suppressed,,suppressed
US,M,0-14,6,2022,monthly,HOSP,24134664,217,35,14,suppressed,22,suppressed,,suppressed,0.9,0.1,suppressed,suppressed,0.1,suppressed,,suppressed
US,M,0-14,7,2022,monthly,HOSP,24134664,211,40,14,suppressed,26,suppressed,,suppressed,0.9,0.2,suppressed,suppressed,0.1,suppressed,,suppressed
US,M,0-14,8,2022,monthly,HOSP,24134664,230,42,21,0,25,suppressed,,suppressed,1.0,0.2,0.1,0,0.1,suppressed,,suppressed
US,M,0-14,9,2022,monthly,HOSP,24134664,178,29,16,suppressed,21,suppressed,,suppressed,0.7,0.1,suppressed,suppressed,0.1,suppressed,,suppressed
US,M,0-14,10,2022,monthly,HOSP,24134664,223,38,19,suppressed,26,suppressed,suppressed,suppressed,0.9,0.2,suppressed,suppressed,0.1,suppressed,suppressed,suppressed
US,M,0-14,11,2022,monthly,HOSP,24134664,188,42,23,suppressed,13,suppressed,suppressed,suppressed,0.8,0.2,0.1,suppressed,suppressed,suppressed,suppressed,suppressed
US,M,0-14,12,2022,monthly,HOSP,24134664,176,35,17,0,15,suppressed,suppressed,suppressed,0.7,0.1,suppressed,0,suppressed,suppressed,suppressed,suppressed
US,M,0-14,all,2022,annual,HOSP,24134664,2479,401,177,10,261,53,,56,10.3,1.7,0.7,suppressed,1.1,0.2,,0.2
US,M,15-24,1,2022,monthly,HOSP,17404303,396,177,88,30,61,32,,47,2.3,1,0.5,0.2,0.4,0.2,,0.3
US,M,15-24,2,2022,monthly,HOSP,17404303,399,156,71,22,52,27,,51,2.3,0.9,0.4,0.1,0.3,0.2,,0.3
US,M,15-24,3,2022,monthly,HOSP,17404303,450,183,68,19,76,27,,54,2.6,1.1,0.4,suppressed,0.4,0.2,,0.3
US,M,15-24,4,2022,monthly,HOSP,17404303,466,179,65,30,83,39,,43,2.7,1,0.4,0.2,0.5,0.2,,0.2
US,M,15-24,5,2022,monthly,HOSP,17404303,457,178,77,21,101,33,,40,2.6,1,0.4,0.1,0.6,0.2,,0.2
US,M,15-24,6,2022,monthly,HOSP,17404303,430,199,84,19,86,36,,47,2.5,1.1,0.5,suppressed,0.5,0.2,,0.3
US,M,15-24,7,2022,monthly,HOSP,17404303,428,178,68,22,100,46,,45,2.5,1,0.4,0.1,0.6,0.3,,0.3
US,M,15-24,8,2022,monthly,HOSP,17404303,438,185,88,17,83,42,,35,2.5,1.1,0.5,suppressed,0.5,0.2,,0.2
US,M,15-24,9,2022,monthly,HOSP,17404303,427,172,87,19,77,42,,47,2.5,1,0.5,suppressed,0.4,0.2,,0.3
US,M,15-24,10,2022,monthly,HOSP,17404303,449,187,81,19,60,30,13,47,2.6,1.1,0.5,suppressed,0.3,0.2,suppressed,0.3
US,M,15-24,11,2022,monthly,HOSP,17404303,414,183,93,13,75,42,16,55,2.4,1.1,0.5,suppressed,0.4,0.2,suppressed,0.3
US,M,15-24,12,2022,monthly,HOSP,17404303,392,181,83,15,60,33,12,33,2.3,1,0.5,suppressed,0.3,0.2,suppressed,0.2
US,M,15-24,all,2022,annual,HOSP,17404303,5146,2158,953,246,914,429,,544,29.6,12.4,5.5,1.4,5.3,2.5,,3.1
US,M,25-34,1,2022,monthly,HOSP,18206613,769,370,119,121,219,105,,64,4.2,2,0.7,0.7,1.2,0.6,,0.4
US,M,25-34,2,2022,monthly,HOSP,18206613,885,433,156,116,265,130,,80,4.9,2.4,0.9,0.6,1.5,0.7,,0.4
US,M,25-34,3,2022,monthly,HOSP,18206613,1076,518,164,146,336,157,,92,5.9,2.8,0.9,0.8,1.8,0.9,,0.5
US,M,25-34,4,2022,monthly,HOSP,18206613,947,477,193,120,306,132,,77,5.2,2.6,1.1,0.7,1.7,0.7,,0.4
US,M,25-34,5,2022,monthly,HOSP,18206613,984,494,160,144,308,145,,81,5.4,2.7,0.9,0.8,1.7,0.8,,0.4
US,M,25-34,6,2022,monthly,HOSP,18206613,967,453,158,123,317,142,,70,5.3,2.5,0.9,0.7,1.7,0.8,,0.4
US,M,25-34,7,2022,monthly,HOSP,18206613,1012,483,168,117,315,147,,96,5.6,2.7,0.9,0.6,1.7,0.8,,0.5
US,M,25-34,8,2022,monthly,HOSP,18206613,1010,528,194,121,336,167,,85,5.5,2.9,1.1,0.7,1.8,0.9,,0.5
US,M,25-34,9,2022,monthly,HOSP,18206613,1034,514,230,102,327,149,,79,5.7,2.8,1.3,0.6,1.8,0.8,,0.4
US,M,25-34,10,2022,monthly,HOSP,18206613,934,465,193,88,276,142,52,71,5.1,2.6,1.1,0.5,1.5,0.8,0.3,0.4
US,M,25-34,11,2022,monthly,HOSP,18206613,884,470,204,95,239,112,66,62,4.9,2.6,1.1,0.5,1.3,0.6,0.4,0.3
US,M,25-34,12,2022,monthly,HOSP,18206613,912,450,203,78,266,139,63,73,5.0,2.5,1.1,0.4,1.5,0.8,0.3,0.4
US,M,25-34,all,2022,annual,HOSP,18206613,11414,5655,2142,1371,3510,1667,,930,62.7,31.1,11.8,7.5,19.3,9.2,,5.1
US,M,35-54,1,2022,monthly,HOSP,33381602,1597,603,142,168,584,304,,118,4.8,1.8,0.4,0.5,1.7,0.9,,0.4
US,M,35-54,2,2022,monthly,HOSP,33381602,1711,729,200,199,615,340,,124,5.1,2.2,0.6,0.6,1.8,1,,0.4
US,M,35-54,3,2022,monthly,HOSP,33381602,1963,799,205,228,729,385,,144,5.9,2.4,0.6,0.7,2.2,1.2,,0.4
US,M,35-54,4,2022,monthly,HOSP,33381602,1878,783,208,213,738,386,,147,5.6,2.3,0.6,0.6,2.2,1.2,,0.4
US,M,35-54,5,2022,monthly,HOSP,33381602,2019,841,242,203,764,411,,155,6.0,2.5,0.7,0.6,2.3,1.2,,0.5
US,M,35-54,6,2022,monthly,HOSP,33381602,1901,757,232,168,712,396,,131,5.7,2.3,0.7,0.5,2.1,1.2,,0.4
US,M,35-54,7,2022,monthly,HOSP,33381602,2020,881,266,199,759,395,,153,6.1,2.6,0.8,0.6,2.3,1.2,,0.5
US,M,35-54,8,2022,monthly,HOSP,33381602,2087,902,298,192,779,410,,132,6.3,2.7,0.9,0.6,2.3,1.2,,0.4
US,M,35-54,9,2022,monthly,HOSP,33381602,1965,850,289,168,705,399,,135,5.9,2.5,0.9,0.5,2.1,1.2,,0.4
US,M,35-54,10,2022,monthly,HOSP,33381602,1897,847,272,179,635,352,147,132,5.7,2.5,0.8,0.5,1.9,1.1,0.4,0.4
US,M,35-54,11,2022,monthly,HOSP,33381602,1878,825,286,155,664,353,180,118,5.6,2.5,0.9,0.5,2,1.1,0.5,0.4
US,M,35-54,12,2022,monthly,HOSP,33381602,1774,769,282,138,617,325,163,114,5.3,2.3,0.8,0.4,1.8,1,0.5,0.3
US,M,35-54,all,2022,annual,HOSP,33381602,22690,9586,2922,2210,8301,4456,,1603,68.0,28.7,8.8,6.6,24.9,13.3,,4.8
US,M,55+,1,2022,monthly,HOSP,36448163,1898,677,96,102,424,271,,145,5.2,1.9,0.3,0.3,1.2,0.7,,0.4
US,M,55+,2,2022,monthly,HOSP,36448163,2059,763,94,135,441,293,,147,5.6,2.1,0.3,0.4,1.2,0.8,,0.4
US,M,55+,3,2022,monthly,HOSP,36448163,2449,860,96,160,648,427,,186,6.7,2.4,0.3,0.4,1.8,1.2,,0.5
US,M,55+,4,2022,monthly,HOSP,36448163,2292,820,102,164,606,416,,173,6.3,2.2,0.3,0.4,1.7,1.1,,0.5
US,M,55+,5,2022,monthly,HOSP,36448163,2419,885,120,181,615,422,,175,6.6,2.4,0.3,0.5,1.7,1.2,,0.5
US,M,55+,6,2022,monthly,HOSP,36448163,2346,866,132,165,547,377,,154,6.4,2.4,0.4,0.5,1.5,1,,0.4
US,M,55+,7,2022,monthly,HOSP,36448163,2307,885,132,155,562,386,,184,6.3,2.4,0.4,0.4,1.5,1.1,,0.5
US,M,55+,8,2022,monthly,HOSP,36448163,2372,880,119,127,590,395,,149,6.5,2.4,0.3,0.3,1.6,1.1,,0.4
US,M,55+,9,2022,monthly,HOSP,36448163,2345,813,113,133,580,398,,146,6.4,2.2,0.3,0.4,1.6,1.1,,0.4
US,M,55+,10,2022,monthly,HOSP,36448163,2333,847,125,150,605,415,108,162,6.4,2.3,0.3,0.4,1.7,1.1,0.3,0.4
US,M,55+,11,2022,monthly,HOSP,36448163,2231,859,151,136,571,404,98,140,6.1,2.4,0.4,0.4,1.6,1.1,0.3,0.4
US,M,55+,12,2022,monthly,HOSP,36448163,2152,805,148,122,549,357,110,147,5.9,2.2,0.4,0.3,1.5,1,0.3,0.4
US,M,55+,all,2022,annual,HOSP,36448163,27203,9960,1428,1730,6738,4561,,1908,74.6,27.3,3.9,4.7,18.5,12.5,,5.2
